,Uid,PepPerHos
42728,-155.08123_19.68799,2.58
42729,-155.08121_19.68779,2.58
42730,-155.08119_19.68758,2.58
42731,-155.08118_19.68737,2.58
42732,-155.08116_19.68716,2.58
42733,-155.08115_19.68696,2.58
42734,-155.08113_19.68675,2.58
42735,-155.08111_19.68654,2.58
42736,-155.08109_19.68633,2.58
42737,-155.08108_19.68613,2.58
42738,-155.08106_19.68592,2.58
42739,-155.08105_19.68572,2.58
42740,-155.08103_19.68551,2.58
42741,-155.08101_19.68530,2.58
42742,-155.08100_19.68509,2.58
42743,-155.08098_19.68489,2.58
42744,-155.08096_19.68468,2.58
42745,-155.08095_19.68447,2.58
42746,-155.08078_19.68412,2.58
42747,-155.08107_19.68410,2.58
42748,-155.07727_19.68438,2.58
42749,-155.07750_19.68437,2.58
42750,-155.07731_19.68475,2.58
42751,-155.07732_19.68494,2.58
42752,-155.07734_19.68513,2.58
42753,-155.07736_19.68532,2.58
42754,-155.07739_19.68570,2.58
42755,-155.07740_19.68590,2.58
42756,-155.07742_19.68609,2.58
42757,-155.07744_19.68628,2.58
42758,-155.07745_19.68647,2.58
42759,-155.07747_19.68666,2.58
42760,-155.07748_19.68686,2.58
42761,-155.07750_19.68705,2.58
42762,-155.07752_19.68724,2.58
42763,-155.07755_19.68763,2.58
42764,-155.07757_19.68782,2.58
42765,-155.07758_19.68802,2.58
42766,-155.07760_19.68821,2.58
42767,-155.07761_19.68840,2.58
42768,-155.07763_19.68858,2.58
42769,-155.07765_19.68878,2.58
42770,-155.07766_19.68897,2.58
42771,-155.07845_19.68892,2.58
42772,-155.07843_19.68872,2.58
42773,-155.07842_19.68853,2.58
42774,-155.07839_19.68815,2.58
42775,-155.07837_19.68796,2.58
42776,-155.07835_19.68776,2.58
42777,-155.07834_19.68757,2.58
42778,-155.07832_19.68738,2.58
42779,-155.07829_19.68699,2.58
42780,-155.07827_19.68680,2.58
42781,-155.07826_19.68661,2.58
42782,-155.07824_19.68641,2.58
42783,-155.07822_19.68622,2.58
42784,-155.07821_19.68603,2.58
42785,-155.07819_19.68584,2.58
42786,-155.07818_19.68565,2.58
42787,-155.07816_19.68545,2.58
42788,-155.07814_19.68526,2.58
42789,-155.07811_19.68488,2.58
42790,-155.07809_19.68469,2.58
42791,-155.07785_19.68434,2.58
42792,-155.07807_19.68432,2.58
42793,-155.07829_19.68431,2.58
42794,-155.07987_19.68890,2.58
42795,-155.07905_19.68820,2.58
42796,-155.07565_19.68450,2.58
42797,-155.07598_19.68459,2.58
42798,-155.07647_19.68436,2.58
42799,-155.07666_19.68466,2.58
42800,-155.07672_19.68491,2.58
42801,-155.07676_19.68516,2.58
42802,-155.07679_19.68542,2.58
42803,-155.07681_19.68567,2.58
42804,-155.07685_19.68618,2.58
42805,-155.07689_19.68668,2.58
42806,-155.07691_19.68694,2.58
42807,-155.07693_19.68719,2.58
42808,-155.07695_19.68744,2.58
42809,-155.07700_19.68795,2.58
42810,-155.07702_19.68820,2.58
42811,-155.07704_19.68845,2.58
42812,-155.07706_19.68871,2.58
42813,-155.07708_19.68897,2.58
42814,-155.07623_19.68541,2.58
42815,-155.07594_19.68540,2.58
42816,-155.07568_19.68550,2.58
42817,-155.07572_19.68598,2.58
42818,-155.07600_19.68604,2.58
42819,-155.07603_19.68642,2.58
42820,-155.07577_19.68652,2.58
42821,-155.07581_19.68700,2.58
42822,-155.07608_19.68706,2.58
42823,-155.07611_19.68744,2.58
42824,-155.07585_19.68754,2.58
42825,-155.07589_19.68801,2.58
42826,-155.07617_19.68807,2.58
42827,-155.07645_19.68803,2.58
42828,-155.07648_19.68846,2.58
42829,-155.07594_19.68855,2.58
42830,-155.07598_19.68903,2.58
42831,-155.07625_19.68909,2.58
42832,-155.07653_19.68904,2.58
42833,-155.07607_19.68508,2.58
42834,-155.08144_19.68470,2.58
42835,-155.08174_19.68471,2.58
42836,-155.07998_19.68829,2.58
42837,-155.07979_19.68793,2.58
42838,-155.07980_19.68631,2.58
42839,-155.08237_19.68501,2.58
42840,-155.08259_19.68540,2.58
42841,-155.07990_19.68733,2.58
42842,-155.08257_19.68736,2.58
42843,-155.07882_19.68733,2.58
42844,-155.07916_19.67405,2.58
42845,-155.07949_19.67402,2.58
42846,-155.07935_19.67440,2.58
42847,-155.07937_19.67465,2.58
42848,-155.07939_19.67490,2.58
42849,-155.07941_19.67515,2.58
42850,-155.07945_19.67564,2.58
42851,-155.07947_19.67589,2.58
42852,-155.07949_19.67614,2.58
42853,-155.07947_19.67641,2.58
42854,-155.07958_19.67666,2.58
42855,-155.07970_19.67702,2.58
42856,-155.07944_19.67741,2.58
42857,-155.07961_19.67768,2.58
42858,-155.07963_19.67793,2.58
42859,-155.07965_19.67817,2.58
42860,-155.07967_19.67844,2.58
42861,-155.07969_19.67871,2.58
42862,-155.08045_19.67865,2.82
42863,-155.08044_19.67838,2.82
42864,-155.08041_19.67812,2.82
42865,-155.08035_19.67738,2.82
42866,-155.08034_19.67713,2.82
42867,-155.08031_19.67688,2.82
42868,-155.08030_19.67664,2.82
42869,-155.08030_19.67634,2.82
42870,-155.08023_19.67584,2.82
42871,-155.08019_19.67534,2.82
42872,-155.08017_19.67510,2.82
42873,-155.08015_19.67485,2.82
42874,-155.08013_19.67460,2.82
42875,-155.08011_19.67435,2.82
42876,-155.07992_19.67399,2.82
42877,-155.08024_19.67397,2.82
42878,-155.08092_19.67521,2.82
42879,-155.08304_19.67407,2.82
42880,-155.08077_19.67444,2.82
42881,-155.07943_19.67540,2.58
42882,-155.08166_19.67851,2.82
42883,-155.08199_19.67850,2.82
42884,-155.08197_19.67820,2.82
42885,-155.08189_19.67793,2.82
42886,-155.08152_19.67801,2.82
42887,-155.08158_19.67769,2.82
42888,-155.08194_19.67738,2.82
42889,-155.08154_19.67737,2.82
42890,-155.08109_19.67863,2.82
42891,-155.08099_19.67814,2.82
42892,-155.08096_19.67790,2.82
42893,-155.08085_19.67393,2.82
42894,-155.08054_19.67395,2.82
42895,-155.08277_19.67763,2.82
42896,-155.08981_19.68062,2.82
42897,-155.09024_19.68005,2.82
42898,-155.09055_19.68028,2.82
42899,-155.09114_19.68022,2.82
42900,-155.09216_19.68021,2.82
42901,-155.09220_19.68128,2.82
42902,-155.09096_19.68110,2.82
42903,-155.08998_19.68278,2.82
42904,-155.09117_19.68241,2.82
42905,-155.09160_19.68208,2.82
42906,-155.09196_19.68236,2.82
42907,-155.09232_19.68252,2.82
42908,-155.08976_19.67990,2.82
42909,-155.08991_19.68126,2.82
42910,-155.09065_19.68112,2.82
42911,-155.09037_19.68114,2.82
42912,-155.09039_19.68144,2.82
42913,-155.09068_19.68142,2.82
42914,-155.09069_19.68173,2.82
42915,-155.09043_19.68175,2.82
42916,-155.09013_19.68180,2.82
42917,-155.09012_19.68160,2.82
42918,-155.08976_19.68161,2.82
42919,-155.08978_19.68184,2.82
42920,-155.09189_19.68104,2.82
42921,-155.09192_19.68135,2.82
42922,-155.09194_19.68165,2.82
42923,-155.09170_19.68167,2.82
42924,-155.09166_19.68136,2.82
42925,-155.09164_19.68106,2.82
42926,-155.09025_19.68056,2.82
42927,-155.09138_19.68110,2.82
42928,-155.09140_19.68138,2.82
42929,-155.09141_19.68156,2.82
42930,-155.09140_19.68173,2.82
42931,-155.09098_19.68140,2.82
42932,-155.09228_19.68194,2.82
42933,-155.09151_19.68061,2.82
42934,-155.09147_19.68024,2.82
42935,-155.09146_19.67985,2.82
42936,-155.09181_19.67983,2.82
42937,-155.09223_19.68160,2.82
42938,-155.09085_19.68030,2.82
42939,-155.06456_19.65990,2.9
42940,-155.06487_19.65896,2.9
42941,-155.06568_19.65910,2.9
42942,-155.07984_19.67907,2.58
42943,-155.07976_19.67972,2.58
42944,-155.07978_19.67997,2.58
42945,-155.07984_19.68071,2.58
42946,-155.07986_19.68095,2.58
42947,-155.08006_19.68155,2.58
42948,-155.07994_19.68194,2.58
42949,-155.08000_19.68268,2.58
42950,-155.08002_19.68293,2.58
42951,-155.08005_19.68317,2.58
42952,-155.08023_19.68354,2.58
42953,-155.08067_19.68351,2.82
42954,-155.08100_19.68348,2.82
42955,-155.08081_19.68313,2.82
42956,-155.08079_19.68288,2.82
42957,-155.08069_19.68245,2.82
42958,-155.08068_19.68189,2.82
42959,-155.08068_19.68152,2.82
42960,-155.08059_19.68041,2.82
42961,-155.08051_19.67942,2.82
42962,-155.08191_19.67914,2.82
42963,-155.08405_19.67876,2.82
42964,-155.07990_19.68357,2.58
42965,-155.08489_19.68258,2.82
42966,-155.08460_19.68258,2.82
42967,-155.08434_19.68289,2.82
42968,-155.08407_19.68291,2.82
42969,-155.08497_19.68170,2.82
42970,-155.08448_19.68159,2.82
42971,-155.08061_19.68065,2.82
42972,-155.07996_19.68219,2.58
42973,-155.07980_19.68021,2.58
42974,-155.08053_19.67967,2.82
42975,-155.08057_19.68016,2.82
42976,-155.07974_19.67947,2.58
42977,-155.07982_19.68046,2.58
42978,-155.08215_19.68216,2.82
42979,-155.08205_19.68095,2.82
42980,-155.08203_19.68065,2.82
42981,-155.08188_19.67884,2.82
42982,-155.08132_19.68131,2.82
42983,-155.08129_19.68101,2.82
42984,-155.08141_19.68252,2.82
42985,-155.08139_19.68222,2.82
42986,-155.07998_19.68244,2.58
42987,-155.08119_19.67980,2.82
42988,-155.08434_19.67990,2.82
42989,-155.08392_19.68047,2.82
42990,-155.08122_19.68010,2.82
42991,-155.08498_19.67924,2.82
42992,-155.08208_19.68126,2.82
42993,-155.08430_19.67912,2.82
42994,-155.07988_19.68120,2.58
42995,-155.08475_19.67923,2.82
42996,-155.08144_19.68282,2.82
42997,-155.08196_19.67974,2.82
42998,-155.08213_19.68191,2.82
42999,-155.08134_19.68161,2.82
43000,-155.08117_19.67949,2.82
43001,-155.08124_19.68040,2.82
43002,-155.08211_19.68171,2.82
43003,-155.08198_19.68005,2.82
43004,-155.08136_19.68192,2.82
43005,-155.08210_19.68151,2.82
43006,-155.08193_19.67944,2.82
43007,-155.08480_19.67864,2.82
43008,-155.08127_19.68071,2.82
43009,-155.08499_19.68013,2.82
43010,-155.08201_19.68035,2.82
43011,-155.08112_19.67889,2.82
43012,-155.08114_19.67919,2.82
43013,-155.08146_19.68312,2.82
43014,-155.08209_19.68284,2.82
43015,-155.08465_19.68318,2.82
43016,-155.08394_19.67992,2.82
43017,-155.08386_19.68330,2.82
43018,-155.08364_19.68331,2.82
43019,-155.08343_19.68333,2.82
43020,-155.08321_19.68334,2.82
43021,-155.08275_19.68345,2.82
43022,-155.08088_19.68261,2.82
43023,-155.08409_19.68210,2.82
43024,-155.07954_19.67912,2.58
43025,-155.08327_19.68300,2.82
43026,-155.08341_19.68274,2.82
43027,-155.08375_19.68287,2.82
43028,-155.08366_19.68248,2.82
43029,-155.08374_19.68212,2.82
43030,-155.08368_19.68164,2.82
43031,-155.08343_19.68194,2.82
43032,-155.08315_19.68225,2.82
43033,-155.08291_19.68257,2.82
43034,-155.08273_19.68286,2.82
43035,-155.08273_19.68317,2.82
43036,-155.08340_19.68123,2.82
43037,-155.08325_19.68102,2.82
43038,-155.08321_19.68077,2.82
43039,-155.08363_19.68082,2.82
43040,-155.08361_19.68033,2.82
43041,-155.08338_19.68046,2.82
43042,-155.08309_19.68044,2.82
43043,-155.08300_19.68156,2.82
43044,-155.08286_19.68187,2.82
43045,-155.08262_19.68221,2.82
43046,-155.08262_19.68172,2.82
43047,-155.08266_19.68134,2.82
43048,-155.08261_19.68108,2.82
43049,-155.08259_19.68082,2.82
43050,-155.08258_19.68057,2.82
43051,-155.08256_19.68031,2.82
43052,-155.08254_19.68006,2.82
43053,-155.08252_19.67980,2.82
43054,-155.08249_19.67954,2.82
43055,-155.08247_19.67929,2.82
43056,-155.08245_19.67903,2.82
43057,-155.08243_19.67878,2.82
43058,-155.08296_19.67883,2.82
43059,-155.08325_19.67877,2.82
43060,-155.08349_19.67887,2.82
43061,-155.08353_19.67931,2.82
43062,-155.08330_19.67944,2.82
43063,-155.08300_19.67942,2.82
43064,-155.08304_19.67985,2.82
43065,-155.08333_19.67979,2.82
43066,-155.08357_19.67989,2.82
43067,-155.08432_19.67945,2.82
43068,-155.08386_19.67947,2.82
43069,-155.08386_19.67915,2.82
43070,-155.08065_19.68115,2.82
43071,-155.08494_19.68318,2.82
43072,-155.10268_19.66606,2.9
43073,-155.10272_19.66655,2.9
43074,-155.10317_19.66652,2.9
43075,-155.10316_19.66636,2.9
43076,-155.10315_19.66620,2.9
43077,-155.10313_19.66603,2.9
43078,-155.10312_19.66587,2.9
43079,-155.10310_19.66570,2.9
43080,-155.10346_19.66570,2.9
43081,-155.10349_19.66584,2.9
43082,-155.10350_19.66601,2.9
43083,-155.10351_19.66617,2.9
43084,-155.10397_19.66647,2.9
43085,-155.10396_19.66631,2.9
43086,-155.10394_19.66598,2.9
43087,-155.10392_19.66579,2.9
43088,-155.10427_19.66596,2.9
43089,-155.10428_19.66612,2.9
43090,-155.10430_19.66629,2.9
43091,-155.10431_19.66645,2.9
43092,-155.10474_19.66642,2.9
43093,-155.10473_19.66626,2.9
43094,-155.10472_19.66609,2.9
43095,-155.10507_19.66607,2.9
43096,-155.10509_19.66623,2.9
43097,-155.10510_19.66639,2.9
43098,-155.10521_19.66670,2.9
43099,-155.10504_19.66671,2.9
43100,-155.10486_19.66673,2.9
43101,-155.10469_19.66674,2.9
43102,-155.10451_19.66675,2.9
43103,-155.10434_19.66676,2.9
43104,-155.10416_19.66677,2.9
43105,-155.10399_19.66678,2.9
43106,-155.10381_19.66680,2.9
43107,-155.10364_19.66681,2.9
43108,-155.10346_19.66682,2.9
43109,-155.10328_19.66683,2.9
43110,-155.10311_19.66684,2.9
43111,-155.10284_19.66686,2.9
43112,-155.07683_19.66917,2.9
43113,-155.07685_19.66936,2.9
43114,-155.07686_19.66955,2.9
43115,-155.07688_19.66974,2.9
43116,-155.07689_19.66993,2.9
43117,-155.07691_19.67012,2.9
43118,-155.07692_19.67030,2.9
43119,-155.07694_19.67049,2.9
43120,-155.07696_19.67068,2.9
43121,-155.07697_19.67086,2.9
43122,-155.07699_19.67105,2.9
43123,-155.07700_19.67124,2.9
43124,-155.07702_19.67143,2.9
43125,-155.07703_19.67161,2.9
43126,-155.07705_19.67180,2.9
43127,-155.07709_19.67227,2.9
43128,-155.07712_19.67274,2.9
43129,-155.07714_19.67292,2.9
43130,-155.07716_19.67311,2.9
43131,-155.07719_19.67353,2.9
43132,-155.07617_19.67360,2.9
43133,-155.07592_19.67362,2.9
43134,-155.07566_19.67364,2.9
43135,-155.07540_19.67365,2.9
43136,-155.07488_19.67365,2.9
43137,-155.07442_19.67377,2.9
43138,-155.07310_19.67386,2.9
43139,-155.07408_19.67233,2.9
43140,-155.07403_19.67179,2.9
43141,-155.07406_19.67212,2.9
43142,-155.07412_19.67281,2.9
43143,-155.07415_19.67313,2.9
43144,-155.07417_19.67340,2.9
43145,-155.07398_19.67380,2.9
43146,-155.07353_19.67383,2.9
43147,-155.07332_19.67385,2.9
43148,-155.07288_19.67388,2.9
43149,-155.07317_19.67347,2.9
43150,-155.07316_19.67326,2.9
43151,-155.07313_19.67294,2.9
43152,-155.07310_19.67262,2.9
43153,-155.07330_19.67239,2.9
43154,-155.07305_19.67198,2.9
43155,-155.07304_19.67176,2.9
43156,-155.07192_19.67391,2.9
43157,-155.07213_19.67389,2.9
43158,-155.07257_19.67402,2.9
43159,-155.07254_19.67371,2.9
43160,-155.07252_19.67340,2.9
43161,-155.07247_19.67281,2.9
43162,-155.07245_19.67252,2.9
43163,-155.07235_19.67133,2.9
43164,-155.07232_19.67091,2.9
43165,-155.07229_19.67060,2.9
43166,-155.07226_19.67030,2.9
43167,-155.07224_19.66998,2.9
43168,-155.07221_19.66968,2.9
43169,-155.07219_19.66937,2.9
43170,-155.07166_19.66941,2.9
43171,-155.07169_19.66972,2.9
43172,-155.07171_19.67003,2.9
43173,-155.07173_19.67034,2.9
43174,-155.07176_19.67065,2.9
43175,-155.07182_19.67137,2.9
43176,-155.07184_19.67167,2.9
43177,-155.07187_19.67197,2.9
43178,-155.07189_19.67226,2.9
43179,-155.07191_19.67256,2.9
43180,-155.07194_19.67285,2.9
43181,-155.07196_19.67315,2.9
43182,-155.07199_19.67344,2.9
43183,-155.07482_19.67293,2.9
43184,-155.07480_19.67268,2.9
43185,-155.07478_19.67243,2.9
43186,-155.07476_19.67218,2.9
43187,-155.07474_19.67193,2.9
43188,-155.07471_19.67167,2.9
43189,-155.07469_19.67142,2.9
43190,-155.07464_19.67075,2.9
43191,-155.07462_19.67048,2.9
43192,-155.07460_19.67022,2.9
43193,-155.07457_19.66996,2.9
43194,-155.07455_19.66970,2.9
43195,-155.07453_19.66945,2.9
43196,-155.07451_19.66919,2.9
43197,-155.07518_19.66940,2.9
43198,-155.07520_19.66966,2.9
43199,-155.07522_19.66992,2.9
43200,-155.07524_19.67017,2.9
43201,-155.07526_19.67043,2.9
43202,-155.07529_19.67070,2.9
43203,-155.07557_19.67114,2.9
43204,-155.07535_19.67146,2.9
43205,-155.07537_19.67171,2.9
43206,-155.07539_19.67196,2.9
43207,-155.07541_19.67221,2.9
43208,-155.07543_19.67246,2.9
43209,-155.07545_19.67271,2.9
43210,-155.07547_19.67295,2.9
43211,-155.07549_19.67320,2.9
43212,-155.07600_19.67316,2.9
43213,-155.07598_19.67292,2.9
43214,-155.07596_19.67267,2.9
43215,-155.07594_19.67242,2.9
43216,-155.07592_19.67217,2.9
43217,-155.07590_19.67192,2.9
43218,-155.07588_19.67168,2.9
43219,-155.07585_19.67143,2.9
43220,-155.07591_19.67112,2.9
43221,-155.07577_19.67040,2.9
43222,-155.07575_19.67014,2.9
43223,-155.07572_19.66988,2.9
43224,-155.07570_19.66962,2.9
43225,-155.07568_19.66937,2.9
43226,-155.07566_19.66910,2.9
43227,-155.07631_19.66906,2.9
43228,-155.07633_19.66932,2.9
43229,-155.07635_19.66957,2.9
43230,-155.07637_19.66983,2.9
43231,-155.07639_19.67008,2.9
43232,-155.07641_19.67033,2.9
43233,-155.07643_19.67058,2.9
43234,-155.07646_19.67083,2.9
43235,-155.07648_19.67109,2.9
43236,-155.07650_19.67134,2.9
43237,-155.07652_19.67159,2.9
43238,-155.07654_19.67185,2.9
43239,-155.07656_19.67210,2.9
43240,-155.07660_19.67261,2.9
43241,-155.07662_19.67286,2.9
43242,-155.07664_19.67311,2.9
43243,-155.07269_19.67056,2.9
43244,-155.07264_19.66994,2.9
43245,-155.07333_19.66929,2.9
43246,-155.07410_19.66954,2.9
43247,-155.07286_19.67242,2.9
43248,-155.09074_19.68873,2.94
43249,-155.09056_19.68906,2.94
43250,-155.09060_19.68936,2.94
43251,-155.09097_19.68963,2.94
43252,-155.09106_19.68992,2.94
43253,-155.09094_19.69118,2.94
43254,-155.09096_19.69148,2.94
43255,-155.09121_19.69206,2.94
43256,-155.09104_19.69240,2.94
43257,-155.09084_19.69269,2.94
43258,-155.09108_19.69301,2.94
43259,-155.09737_19.69027,2.94
43260,-155.09095_19.68839,2.94
43261,-155.09060_19.69000,2.94
43262,-155.09057_19.69093,2.94
43263,-155.09094_19.69090,2.94
43264,-155.09129_19.69088,2.94
43265,-155.09158_19.69091,2.94
43266,-155.09183_19.69089,2.94
43267,-155.09206_19.69083,2.94
43268,-155.09227_19.69075,2.94
43269,-155.09249_19.69067,2.94
43270,-155.09257_19.69109,2.94
43271,-155.09240_19.69138,2.94
43272,-155.09226_19.69158,2.94
43273,-155.09215_19.69178,2.94
43274,-155.09200_19.69196,2.94
43275,-155.09185_19.69215,2.94
43276,-155.09192_19.69238,2.94
43277,-155.09214_19.69250,2.94
43278,-155.09239_19.69244,2.94
43279,-155.09249_19.69222,2.94
43280,-155.09259_19.69202,2.94
43281,-155.09307_19.69177,2.94
43282,-155.09326_19.69194,2.94
43283,-155.09351_19.69188,2.94
43284,-155.09365_19.69169,2.94
43285,-155.09339_19.69134,2.94
43286,-155.09312_19.69108,2.94
43287,-155.09286_19.69050,2.94
43288,-155.09312_19.69045,2.94
43289,-155.09337_19.69051,2.94
43290,-155.09359_19.69062,2.94
43291,-155.09380_19.69072,2.94
43292,-155.09402_19.69029,2.94
43293,-155.09359_19.69008,2.94
43294,-155.09334_19.69000,2.94
43295,-155.09306_19.69001,2.94
43296,-155.09275_19.69009,2.94
43297,-155.09230_19.69025,2.94
43298,-155.09196_19.69032,2.94
43299,-155.09176_19.69041,2.94
43300,-155.09153_19.69043,2.94
43301,-155.09126_19.69051,2.94
43302,-155.09091_19.69053,2.94
43303,-155.09053_19.69056,2.94
43304,-155.09430_19.69096,2.94
43305,-155.09446_19.69114,2.94
43306,-155.09452_19.69136,2.94
43307,-155.09450_19.69159,2.94
43308,-155.09438_19.69179,2.94
43309,-155.09425_19.69197,2.94
43310,-155.09410_19.69217,2.94
43311,-155.09400_19.69238,2.94
43312,-155.09394_19.69260,2.94
43313,-155.09447_19.69281,2.94
43314,-155.09447_19.69257,2.94
43315,-155.09457_19.69237,2.94
43316,-155.09486_19.69199,2.94
43317,-155.09516_19.69236,2.94
43318,-155.09513_19.69261,2.94
43319,-155.09532_19.69274,2.94
43320,-155.09562_19.69269,2.94
43321,-155.09575_19.69247,2.94
43322,-155.09589_19.69219,2.94
43323,-155.09598_19.69197,2.94
43324,-155.09599_19.69163,2.94
43325,-155.09563_19.69078,2.94
43326,-155.09543_19.69093,2.94
43327,-155.09539_19.69115,2.94
43328,-155.09555_19.69133,2.94
43329,-155.09554_19.69171,2.94
43330,-155.09502_19.69164,2.94
43331,-155.09504_19.69140,2.94
43332,-155.09501_19.69117,2.94
43333,-155.09483_19.69086,2.94
43334,-155.09502_19.69070,2.94
43335,-155.09513_19.69051,2.94
43336,-155.09519_19.69029,2.94
43337,-155.09523_19.69007,2.94
43338,-155.09529_19.68959,2.94
43339,-155.09534_19.68933,2.94
43340,-155.09539_19.68908,2.94
43341,-155.09546_19.68885,2.94
43342,-155.09555_19.68863,2.94
43343,-155.09552_19.68838,2.94
43344,-155.09527_19.68825,2.94
43345,-155.09501_19.68836,2.94
43346,-155.09482_19.68947,2.94
43347,-155.09478_19.68969,2.94
43348,-155.09474_19.68990,2.94
43349,-155.09470_19.69012,2.94
43350,-155.09465_19.69035,2.94
43351,-155.09451_19.69055,2.94
43352,-155.09414_19.68916,2.94
43353,-155.09421_19.68939,2.94
43354,-155.09406_19.68960,2.94
43355,-155.09379_19.68963,2.94
43356,-155.09344_19.68930,2.94
43357,-155.09320_19.68926,2.94
43358,-155.09295_19.68932,2.94
43359,-155.09273_19.68940,2.94
43360,-155.09251_19.68949,2.94
43361,-155.09265_19.68974,2.94
43362,-155.09221_19.69001,2.94
43363,-155.09213_19.68979,2.94
43364,-155.09208_19.68954,2.94
43365,-155.09182_19.68915,2.94
43366,-155.09175_19.68853,2.94
43367,-155.09221_19.68859,2.94
43368,-155.09240_19.68905,2.94
43369,-155.09263_19.68893,2.94
43370,-155.09285_19.68885,2.94
43371,-155.09313_19.68884,2.94
43372,-155.09325_19.68863,2.94
43373,-155.09362_19.68830,2.94
43374,-155.09393_19.68824,2.94
43375,-155.09417_19.68840,2.94
43376,-155.09414_19.68866,2.94
43377,-155.09386_19.68876,2.94
43378,-155.09365_19.68892,2.94
43379,-155.09076_19.69214,2.94
43380,-155.09494_19.68883,2.94
43381,-155.09490_19.68905,2.94
43382,-155.09486_19.68926,2.94
43383,-155.09114_19.68932,2.94
43384,-155.08617_19.70898,2.54
43385,-155.08596_19.70910,2.54
43386,-155.08574_19.70923,2.54
43387,-155.08552_19.70935,2.54
43388,-155.08524_19.70937,2.54
43389,-155.08514_19.70962,2.54
43390,-155.08477_19.70979,2.54
43391,-155.08452_19.70994,2.54
43392,-155.08430_19.71006,2.54
43393,-155.08408_19.71019,2.54
43394,-155.08578_19.70838,2.48
43395,-155.08556_19.70851,2.48
43396,-155.08535_19.70863,2.48
43397,-155.08513_19.70876,2.48
43398,-155.08491_19.70888,2.48
43399,-155.08412_19.70934,2.48
43400,-155.08390_19.70947,2.48
43401,-155.08369_19.70959,2.48
43402,-155.08347_19.70972,2.48
43403,-155.08326_19.70984,2.48
43404,-155.08290_19.71005,2.48
43405,-155.08271_19.71016,2.48
43406,-155.08251_19.71028,2.48
43407,-155.08231_19.71039,2.48
43408,-155.08211_19.71051,2.48
