,Uid,PepPerHos
56435,-155.64749_19.85712,2.84
56436,-155.64652_19.85529,2.84
56437,-155.66378_19.85468,2.84
56438,-155.66182_19.85526,2.84
56439,-155.65266_19.85801,2.84
56440,-155.65764_19.86424,2.84
56441,-155.66191_19.86589,2.84
56442,-155.66284_19.86450,2.84
56443,-155.66505_19.85894,2.84
56444,-155.66682_19.86376,2.84
56445,-155.66727_19.85814,2.84
56446,-155.66538_19.85439,2.84
56447,-155.66639_19.85634,2.84
56448,-155.65964_19.86386,2.84
56449,-155.65717_19.85901,2.84
56450,-155.65630_19.85904,2.84
56451,-155.66169_19.86999,2.84
56452,-155.66318_19.87156,2.84
56453,-155.66467_19.87518,2.84
56454,-155.67434_19.87819,2.84
56455,-155.68090_19.87550,2.84
56456,-155.67990_19.86879,2.84
56457,-155.67409_19.86717,2.84
56458,-155.67276_19.86781,2.84
56459,-155.67441_19.86832,2.84
56460,-155.67158_19.87073,2.84
56461,-155.67130_19.86944,2.84
56462,-155.67111_19.86826,2.84
56463,-155.67105_19.86711,2.84
56464,-155.66794_19.86803,2.84
56465,-155.67266_19.87486,2.84
56466,-155.66948_19.87567,2.84
56467,-155.66797_19.87543,2.84
56468,-155.66696_19.87237,2.84
56469,-155.66643_19.87095,2.84
56470,-155.66483_19.86880,2.84
56471,-155.67521_19.86484,2.84
56472,-155.67090_19.86353,2.84
56473,-155.67243_19.86160,2.84
56474,-155.66972_19.86005,2.84
56475,-155.67063_19.85843,2.84
56476,-155.65525_19.85260,2.84
56477,-155.65648_19.85230,2.84
56478,-155.66659_19.85293,2.84
56479,-155.67902_20.00001,2.84
56480,-155.79390_19.93146,2.64
56481,-155.78557_19.93420,2.64
56482,-155.78864_19.93895,2.64
56483,-155.78496_19.93997,2.64
56484,-155.78593_19.93767,2.64
56485,-155.78279_19.94113,2.64
56486,-155.78383_19.94021,2.64
56487,-155.78663_19.94181,2.64
56488,-155.85686_19.94347,2.64
56489,-155.86731_19.94360,2.64
56490,-155.85251_19.94848,2.64
56491,-155.86462_19.94024,2.64
56492,-155.86096_19.93996,2.64
56493,-155.87086_19.94003,2.64
56494,-155.87551_19.93853,2.64
56495,-155.85322_19.95013,2.64
56496,-155.87595_19.93032,2.64
56497,-155.87443_19.93718,2.64
56498,-155.87427_19.93748,2.64
56499,-155.87399_19.93731,2.64
56500,-155.87304_19.93723,2.64
56501,-155.87270_19.93726,2.64
56502,-155.79505_19.93710,2.64
56503,-155.79484_19.93737,2.64
56504,-155.79499_19.93754,2.64
56505,-155.79510_19.93772,2.64
56506,-155.79519_19.93791,2.64
56507,-155.79526_19.93820,2.64
56508,-155.79547_19.93811,2.64
56509,-155.79569_19.93802,2.64
56510,-155.79554_19.93778,2.64
56511,-155.79545_19.93755,2.64
56512,-155.79536_19.93726,2.64
56513,-155.79567_19.93709,2.64
56514,-155.79597_19.93719,2.64
56515,-155.79604_19.93752,2.64
56516,-155.79610_19.93778,2.64
56517,-155.79616_19.93804,2.64
56518,-155.79598_19.93851,2.64
56519,-155.79573_19.93857,2.64
56520,-155.79549_19.93868,2.64
56521,-155.79501_19.93884,2.64
56522,-155.79467_19.93900,2.64
56523,-155.79399_19.93860,2.64
56524,-155.79442_19.93859,2.64
56525,-155.79432_19.93835,2.64
56526,-155.79463_19.93809,2.64
56527,-155.79473_19.93829,2.64
56528,-155.79483_19.93848,2.64
56529,-155.86332_19.93796,2.64
56530,-155.86174_19.93749,2.64
56531,-155.79697_19.94057,2.64
56532,-155.79701_19.94032,2.64
56533,-155.79691_19.94008,2.64
56534,-155.79700_19.93970,2.64
56535,-155.79675_19.93979,2.64
56536,-155.79651_19.93989,2.64
56537,-155.79625_19.93998,2.64
56538,-155.79651_19.94016,2.64
56539,-155.79631_19.94035,2.64
56540,-155.79593_19.93998,2.64
56541,-155.79593_19.94019,2.64
56542,-155.79594_19.94040,2.64
56543,-155.79596_19.94062,2.64
56544,-155.79544_19.94061,2.64
56545,-155.79542_19.94032,2.64
56546,-155.79541_19.94004,2.64
56547,-155.79508_19.94002,2.64
56548,-155.79509_19.94024,2.64
56549,-155.79515_19.94048,2.64
56550,-155.79446_19.93937,2.64
56551,-155.79474_19.93926,2.64
56552,-155.79492_19.93941,2.64
56553,-155.79498_19.93965,2.64
56554,-155.79533_19.93965,2.64
56555,-155.79531_19.93944,2.64
56556,-155.79520_19.93925,2.64
56557,-155.79511_19.93906,2.64
56558,-155.79566_19.93894,2.64
56559,-155.79577_19.93915,2.64
56560,-155.79586_19.93936,2.64
56561,-155.79589_19.93959,2.64
56562,-155.79621_19.93953,2.64
56563,-155.79646_19.93942,2.64
56564,-155.79621_19.93922,2.64
56565,-155.79615_19.93902,2.64
56566,-155.79602_19.93883,2.64
56567,-155.79649_19.93908,2.64
56568,-155.79669_19.93894,2.64
56569,-155.79670_19.93932,2.64
56570,-155.79693_19.93924,2.64
56571,-155.79727_19.93925,2.64
56572,-155.79722_19.93902,2.64
56573,-155.79707_19.93884,2.64
56574,-155.79688_19.93870,2.64
56575,-155.79665_19.93859,2.64
56576,-155.79624_19.93850,2.64
56577,-155.79916_19.93959,2.64
56578,-155.79890_19.93961,2.64
56579,-155.79864_19.93962,2.64
56580,-155.79838_19.93963,2.64
56581,-155.79812_19.93964,2.64
56582,-155.79781_19.93961,2.64
56583,-155.79782_19.93985,2.64
56584,-155.79783_19.94007,2.64
56585,-155.79784_19.94029,2.64
56586,-155.79819_19.94023,2.64
56587,-155.79817_19.93998,2.64
56588,-155.79844_19.93994,2.64
56589,-155.79873_19.93996,2.64
56590,-155.79879_19.94021,2.64
56591,-155.79877_19.94048,2.64
56592,-155.79823_19.94050,2.64
56593,-155.79785_19.94053,2.64
56594,-155.79735_19.94055,2.64
56595,-155.79734_19.94032,2.64
56596,-155.79733_19.94009,2.64
56597,-155.79732_19.93986,2.64
56598,-155.79730_19.93963,2.64
56599,-155.79878_19.94091,2.64
56600,-155.79825_19.94094,2.64
56601,-155.79788_19.94095,2.64
56602,-155.79730_19.94097,2.64
56603,-155.79579_19.94306,2.64
56604,-155.79729_19.94385,2.64
56605,-155.79740_19.94515,2.64
56606,-155.79079_19.94796,2.64
56607,-155.79096_19.94803,2.64
56608,-155.79112_19.94809,2.64
56609,-155.79128_19.94816,2.64
56610,-155.79145_19.94823,2.64
56611,-155.79161_19.94829,2.64
56612,-155.79179_19.94843,2.64
56613,-155.79189_19.94818,2.64
56614,-155.79179_19.94799,2.64
56615,-155.79162_19.94792,2.64
56616,-155.79146_19.94786,2.64
56617,-155.79127_19.94780,2.64
56618,-155.79112_19.94770,2.64
56619,-155.79098_19.94760,2.64
56620,-155.79112_19.94727,2.64
56621,-155.79129_19.94729,2.64
56622,-155.79146_19.94732,2.64
56623,-155.79165_19.94741,2.64
56624,-155.79185_19.94750,2.64
56625,-155.79203_19.94760,2.64
56626,-155.79218_19.94770,2.64
56627,-155.79233_19.94778,2.64
56628,-155.79247_19.94783,2.64
56629,-155.79259_19.94794,2.64
56630,-155.79242_19.94817,2.64
56631,-155.79237_19.94831,2.64
56632,-155.79231_19.94847,2.64
56633,-155.79224_19.94862,2.64
56634,-155.79217_19.94877,2.64
56635,-155.79210_19.94893,2.64
56636,-155.79203_19.94908,2.64
56637,-155.79196_19.94923,2.64
56638,-155.79189_19.94939,2.64
56639,-155.79182_19.94954,2.64
56640,-155.79176_19.94969,2.64
56641,-155.79158_19.94999,2.64
56642,-155.79146_19.95012,2.64
56643,-155.79142_19.95028,2.64
56644,-155.79144_19.95050,2.64
56645,-155.79132_19.95068,2.64
56646,-155.79107_19.95067,2.64
56647,-155.79089_19.95061,2.64
56648,-155.79073_19.95056,2.64
56649,-155.79094_19.95025,2.64
56650,-155.79072_19.95024,2.64
56651,-155.79053_19.95024,2.64
56652,-155.79035_19.95024,2.64
56653,-155.79043_19.95050,2.64
56654,-155.79042_19.95068,2.64
56655,-155.78991_19.95048,2.64
56656,-155.79002_19.95022,2.64
56657,-155.78981_19.95019,2.64
56658,-155.78963_19.95029,2.64
56659,-155.78949_19.95042,2.64
56660,-155.78936_19.95054,2.64
56661,-155.78924_19.95065,2.64
56662,-155.78911_19.95077,2.64
56663,-155.78899_19.95094,2.64
56664,-155.78880_19.95113,2.64
56665,-155.78868_19.95104,2.64
56666,-155.78857_19.95092,2.64
56667,-155.78845_19.95081,2.64
56668,-155.78834_19.95069,2.64
56669,-155.78853_19.95054,2.64
56670,-155.78872_19.95044,2.64
56671,-155.78887_19.95033,2.64
56672,-155.78899_19.95022,2.64
56673,-155.78912_19.95011,2.64
56674,-155.78925_19.94999,2.64
56675,-155.78938_19.94986,2.64
56676,-155.78954_19.94975,2.64
56677,-155.78972_19.94970,2.64
56678,-155.78997_19.94982,2.64
56679,-155.78999_19.94963,2.64
56680,-155.79006_19.94935,2.64
56681,-155.78984_19.94934,2.64
56682,-155.78964_19.94933,2.64
56683,-155.78944_19.94936,2.64
56684,-155.78926_19.94944,2.64
56685,-155.78860_19.94946,2.64
56686,-155.78849_19.94959,2.64
56687,-155.78837_19.94972,2.64
56688,-155.78826_19.94984,2.64
56689,-155.78814_19.94997,2.64
56690,-155.78805_19.95011,2.64
56691,-155.78788_19.95028,2.64
56692,-155.78764_19.95013,2.64
56693,-155.78745_19.95009,2.64
56694,-155.78752_19.94985,2.64
56695,-155.78766_19.94967,2.64
56696,-155.78781_19.94956,2.64
56697,-155.78794_19.94944,2.64
56698,-155.78808_19.94932,2.64
56699,-155.78821_19.94919,2.64
56700,-155.78834_19.94908,2.64
56701,-155.78849_19.94895,2.64
56702,-155.78852_19.94878,2.64
56703,-155.78856_19.94861,2.64
56704,-155.78862_19.94845,2.64
56705,-155.78869_19.94830,2.64
56706,-155.78876_19.94815,2.64
56707,-155.78883_19.94799,2.64
56708,-155.78890_19.94784,2.64
56709,-155.78897_19.94769,2.64
56710,-155.78904_19.94753,2.64
56711,-155.78911_19.94738,2.64
56712,-155.78918_19.94722,2.64
56713,-155.78927_19.94708,2.64
56714,-155.78937_19.94694,2.64
56715,-155.78942_19.94678,2.64
56716,-155.78980_19.94672,2.64
56717,-155.78999_19.94678,2.64
56718,-155.79019_19.94683,2.64
56719,-155.79041_19.94690,2.64
56720,-155.79061_19.94700,2.64
56721,-155.79076_19.94712,2.64
56722,-155.79061_19.94745,2.64
56723,-155.79043_19.94743,2.64
56724,-155.79025_19.94739,2.64
56725,-155.79006_19.94730,2.64
56726,-155.78987_19.94722,2.64
56727,-155.78967_19.94734,2.64
56728,-155.78958_19.94755,2.64
56729,-155.78983_19.94758,2.64
56730,-155.78999_19.94764,2.64
56731,-155.79015_19.94771,2.64
56732,-155.79032_19.94777,2.64
56733,-155.79048_19.94784,2.64
56734,-155.78995_19.94817,2.64
56735,-155.78979_19.94810,2.64
56736,-155.78962_19.94804,2.64
56737,-155.78942_19.94785,2.64
56738,-155.78934_19.94803,2.64
56739,-155.78944_19.94840,2.64
56740,-155.78926_19.94824,2.64
56741,-155.78918_19.94841,2.64
56742,-155.78909_19.94856,2.64
56743,-155.78896_19.94882,2.64
56744,-155.78916_19.94882,2.64
56745,-155.78934_19.94883,2.64
56746,-155.78951_19.94884,2.64
56747,-155.78963_19.94853,2.64
56748,-155.78979_19.94857,2.64
56749,-155.78977_19.94885,2.64
56750,-155.79002_19.94892,2.64
56751,-155.79003_19.94872,2.64
56752,-155.79008_19.94854,2.64
56753,-155.79028_19.94830,2.64
56754,-155.79011_19.94823,2.64
56755,-155.79077_19.94846,2.64
56756,-155.79059_19.94839,2.64
56757,-155.79057_19.94866,2.64
56758,-155.79052_19.94883,2.64
56759,-155.79051_19.94900,2.64
56760,-155.79050_19.94916,2.64
56761,-155.79050_19.94933,2.64
56762,-155.79049_19.94950,2.64
56763,-155.79039_19.94975,2.64
56764,-155.79057_19.94976,2.64
56765,-155.79076_19.94975,2.64
56766,-155.79103_19.94979,2.64
56767,-155.79131_19.94956,2.64
56768,-155.79110_19.94952,2.64
56769,-155.79094_19.94942,2.64
56770,-155.79080_19.94929,2.64
56771,-155.79084_19.94892,2.64
56772,-155.79102_19.94894,2.64
56773,-155.79122_19.94899,2.64
56774,-155.79145_19.94919,2.64
56775,-155.79151_19.94903,2.64
56776,-155.79158_19.94888,2.64
56777,-155.79165_19.94873,2.64
56778,-155.79135_19.94869,2.64
56779,-155.79115_19.94861,2.64
56780,-155.79095_19.94854,2.64
56781,-155.79675_19.93813,2.64
56782,-155.79648_19.93805,2.64
56783,-155.79653_19.93784,2.64
56784,-155.79641_19.93736,2.64
56785,-155.79679_19.93748,2.64
56786,-155.79711_19.93754,2.64
56787,-155.79733_19.93767,2.64
56788,-155.79751_19.93783,2.64
56789,-155.79729_19.93805,2.64
56790,-155.79713_19.93827,2.64
56791,-155.79733_19.93840,2.64
56792,-155.79752_19.93854,2.64
56793,-155.79765_19.93872,2.64
56794,-155.79776_19.93892,2.64
56795,-155.79773_19.93919,2.64
56796,-155.79798_19.93917,2.64
56797,-155.79822_19.93915,2.64
56798,-155.79801_19.93867,2.64
56799,-155.79789_19.93845,2.64
56800,-155.79766_19.93823,2.64
56801,-155.79788_19.93804,2.64
56802,-155.79818_19.93818,2.64
56803,-155.79840_19.93823,2.64
56804,-155.79865_19.93836,2.64
56805,-155.79866_19.93864,2.64
56806,-155.79869_19.93884,2.64
56807,-155.79862_19.93913,2.64
56808,-155.79889_19.93912,2.64
56809,-155.79879_19.94116,2.64
56810,-155.79881_19.94140,2.64
56811,-155.79888_19.94167,2.64
56812,-155.79873_19.94183,2.64
56813,-155.79841_19.94184,2.64
56814,-155.79824_19.94170,2.64
56815,-155.79827_19.94143,2.64
56816,-155.79827_19.94119,2.64
56817,-155.79792_19.94168,2.64
56818,-155.79795_19.94192,2.64
56819,-155.79732_19.94182,2.64
56820,-155.79733_19.94163,2.64
56821,-155.79732_19.94142,2.64
56822,-155.79731_19.94121,2.64
56823,-155.79786_19.94236,2.64
56824,-155.79806_19.94225,2.64
56825,-155.79826_19.94217,2.64
56826,-155.79848_19.94215,2.64
56827,-155.79870_19.94215,2.64
56828,-155.79893_19.94214,2.64
56829,-155.79852_19.94268,2.64
56830,-155.79830_19.94272,2.64
56831,-155.79824_19.94316,2.64
56832,-155.79852_19.94301,2.64
56833,-155.79887_19.94300,2.64
56834,-155.79883_19.94323,2.64
56835,-155.79870_19.94346,2.64
56836,-155.79854_19.94365,2.64
56837,-155.87709_19.93631,2.64
56838,-155.87619_19.93505,2.64
56839,-155.87596_19.93429,2.64
56840,-155.87455_19.93358,2.64
56841,-155.87955_19.92804,2.64
56842,-155.83660_19.97247,2.64
56843,-155.83699_19.97250,2.64
56844,-155.84327_19.97004,2.64
56845,-155.84308_19.97025,2.64
56846,-155.84289_19.97046,2.64
56847,-155.84269_19.97068,2.64
56848,-155.84247_19.97089,2.64
56849,-155.84222_19.97108,2.64
56850,-155.84198_19.97125,2.64
56851,-155.84042_19.97235,2.64
56852,-155.84064_19.97159,2.64
56853,-155.84087_19.97142,2.64
56854,-155.84119_19.97119,2.64
56855,-155.84166_19.97086,2.64
56856,-155.84189_19.97069,2.64
56857,-155.84212_19.97053,2.64
56858,-155.84269_19.96993,2.64
56859,-155.84712_19.96765,2.64
56860,-155.84687_19.96772,2.64
56861,-155.84628_19.96794,2.64
56862,-155.84592_19.96813,2.64
56863,-155.84568_19.96829,2.64
56864,-155.84534_19.96850,2.64
56865,-155.84510_19.96866,2.64
56866,-155.84438_19.96913,2.64
56867,-155.84414_19.96929,2.64
56868,-155.84390_19.96944,2.64
56869,-155.84349_19.96980,0.0
56870,-155.84332_19.96924,2.64
56871,-155.84408_19.96872,2.64
56872,-155.84432_19.96856,2.64
56873,-155.84480_19.96825,2.64
56874,-155.84504_19.96810,2.64
56875,-155.84562_19.96772,2.64
56876,-155.84587_19.96756,2.64
56877,-155.84671_19.96716,2.64
56878,-155.84702_19.96712,2.64
56879,-155.84764_19.96708,2.64
56880,-155.85298_19.96578,2.64
56881,-155.85276_19.96595,2.64
56882,-155.85243_19.96619,2.64
56883,-155.85219_19.96635,2.64
56884,-155.85196_19.96651,2.64
56885,-155.85002_19.96750,2.64
56886,-155.84975_19.96751,2.64
56887,-155.84950_19.96753,2.64
56888,-155.84927_19.96751,2.64
56889,-155.84904_19.96700,2.64
56890,-155.84934_19.96698,2.64
56891,-155.84963_19.96696,2.64
56892,-155.84991_19.96695,2.64
56893,-155.85022_19.96692,2.64
56894,-155.85094_19.96660,2.64
56895,-155.85117_19.96644,2.64
56896,-155.85165_19.96611,2.64
56897,-155.85212_19.96579,2.64
56898,-155.85269_19.96540,2.64
56899,-155.85293_19.96523,2.64
56900,-155.85340_19.96491,2.64
56901,-155.85364_19.96475,2.64
56902,-155.85408_19.96442,2.64
56903,-155.85719_19.96059,2.64
56904,-155.85704_19.96083,2.64
56905,-155.85689_19.96107,2.64
56906,-155.85674_19.96130,2.64
56907,-155.85659_19.96154,2.64
56908,-155.85644_19.96178,2.64
56909,-155.85623_19.96212,2.64
56910,-155.85608_19.96236,2.64
56911,-155.85563_19.96307,2.64
56912,-155.85533_19.96354,2.64
56913,-155.85518_19.96378,2.64
56914,-155.85489_19.96425,2.64
56915,-155.85472_19.96450,2.64
56916,-155.85430_19.96419,2.64
56917,-155.85473_19.96353,2.64
56918,-155.85502_19.96305,2.64
56919,-155.85517_19.96281,2.64
56920,-155.85532_19.96258,2.64
56921,-155.85547_19.96234,2.64
56922,-155.85563_19.96210,2.64
56923,-155.85599_19.96153,2.64
56924,-155.85614_19.96129,2.64
56925,-155.85674_19.96034,2.64
56926,-155.85689_19.96010,2.64
56927,-155.85720_19.95961,2.64
56928,-155.85742_19.95915,2.64
56929,-155.85747_19.95890,2.64
56930,-155.88160_19.92467,2.64
56931,-155.87799_19.92551,2.64
56932,-155.87854_19.91571,2.64
56933,-155.88417_19.92927,2.64
56934,-155.88171_19.92631,2.64
56935,-155.86495_19.76673,2.66
56936,-155.93596_19.84812,2.82
56937,-155.92285_19.85489,2.82
56938,-155.92644_19.85239,2.82
56939,-155.90457_19.88742,2.82
56940,-155.90509_19.89198,2.82
56941,-155.84228_19.81526,2.66
56942,-155.84094_19.81457,2.66
56943,-155.84461_19.81464,2.82
56944,-155.84405_19.81480,2.82
56945,-155.84390_19.81422,2.82
56946,-155.84288_19.81677,2.82
56947,-155.83407_19.81969,2.66
56948,-155.83582_19.81971,2.66
56949,-155.84381_19.81529,2.82
56950,-155.83505_19.81978,2.66
56951,-155.83815_19.81948,2.82
56952,-155.83525_19.81931,2.66
56953,-155.84347_19.81337,2.66
56954,-155.83844_19.81914,2.82
56955,-155.83884_19.81921,2.82
56956,-155.84092_19.80988,2.66
56957,-155.84039_19.80958,2.66
56958,-155.83852_19.80852,2.66
56959,-155.83556_19.80959,2.66
56960,-155.84111_19.81115,2.66
56961,-155.83850_19.80953,2.66
56962,-155.83558_19.81428,2.66
56963,-155.83830_19.81724,2.66
56964,-155.92913_19.74327,2.66
56965,-155.96318_19.75675,2.66
56966,-155.97437_19.75588,2.82
56967,-156.03940_19.78078,2.82
56968,-155.98434_19.73938,2.82
56969,-155.97710_19.74025,2.82
56970,-155.97733_19.73957,2.82
56971,-155.98137_19.74745,2.82
56972,-155.97645_19.74087,2.82
56973,-155.97710_19.74091,2.82
56974,-155.97774_19.74095,2.82
56975,-155.96922_19.75301,2.66
56976,-155.97099_19.75041,2.66
56977,-155.97861_19.73797,2.82
56978,-155.97911_19.73781,2.82
56979,-155.97925_19.73756,2.82
56980,-155.98006_19.73750,2.82
56981,-155.97979_19.73770,2.82
56982,-155.97939_19.73817,2.82
56983,-155.97924_19.73845,2.82
56984,-155.97963_19.73835,2.82
56985,-155.97988_19.73813,2.82
56986,-155.97963_19.73894,2.82
56987,-155.97933_19.73885,2.82
56988,-155.97838_19.73853,2.82
56989,-155.97800_19.73857,2.82
56990,-155.97810_19.73836,2.82
56991,-155.97817_19.73790,2.82
56992,-155.97783_19.73758,2.82
56993,-155.97777_19.73780,2.82
56994,-155.97771_19.73802,2.82
56995,-155.97759_19.73847,2.82
56996,-155.97723_19.73840,2.82
56997,-155.97739_19.73784,2.82
56998,-155.97744_19.73765,2.82
56999,-155.97827_19.73715,2.82
57000,-155.97964_19.73876,2.82
57001,-155.97981_19.73740,2.82
57002,-155.98115_19.73785,2.82
57003,-155.98171_19.73800,2.82
57004,-155.98199_19.73808,2.82
57005,-155.98227_19.73816,2.82
57006,-155.98255_19.73823,2.82
57007,-155.98301_19.73899,2.82
57008,-155.98274_19.73958,2.82
57009,-155.98133_19.73929,2.82
57010,-155.98105_19.73922,2.82
57011,-155.98077_19.73914,2.82
57012,-155.98048_19.73907,2.82
57013,-155.97992_19.73892,2.82
57014,-155.98015_19.73847,2.82
57015,-155.98047_19.73854,2.82
57016,-155.98075_19.73862,2.82
57017,-155.98103_19.73870,2.82
57018,-155.98131_19.73878,2.82
57019,-155.98159_19.73886,2.82
57020,-155.98187_19.73894,2.82
57021,-155.98245_19.73909,2.82
57022,-155.98226_19.73866,2.82
57023,-155.98198_19.73858,2.82
57024,-155.98142_19.73842,2.82
57025,-155.98255_19.73884,2.82
57026,-155.97988_19.83955,2.82
57027,-155.97924_19.84104,2.82
57028,-155.97797_19.84236,2.82
57029,-155.97691_19.84073,2.82
57030,-155.97668_19.84098,2.82
57031,-155.97444_19.84426,2.82
57032,-155.97628_19.72280,2.66
57033,-155.97330_19.72311,2.66
57034,-155.97667_19.72385,2.66
57035,-155.97399_19.72512,2.66
57036,-155.97559_19.72617,2.66
57037,-155.97792_19.72809,2.66
57038,-155.97482_19.73088,2.66
57039,-155.96960_19.72903,2.66
57040,-155.97327_19.72753,2.66
57041,-155.96858_19.72721,2.66
57042,-155.96977_19.72538,2.66
57043,-155.96955_19.72370,2.66
57044,-155.97641_19.72884,2.66
57045,-155.97643_19.72997,2.66
57046,-155.98796_19.73091,2.82
57047,-155.97961_19.73082,2.82
57048,-155.97955_19.72876,2.82
57049,-155.97952_19.72971,2.82
57050,-155.97840_19.73051,2.66
57051,-155.97846_19.72878,2.66
57052,-155.97839_19.72969,2.66
57053,-155.97912_19.73222,2.82
57054,-155.97912_19.73201,2.82
57055,-155.97913_19.73162,2.82
57056,-155.97967_19.73234,2.82
57057,-155.97969_19.73212,2.82
57058,-155.97968_19.73192,2.82
57059,-155.97958_19.73168,2.82
57060,-155.97980_19.73169,2.82
57061,-155.98474_19.72885,2.82
57062,-155.98553_19.72974,2.82
57063,-155.98609_19.72883,2.82
57064,-155.97500_19.71469,2.66
57065,-155.97469_19.71533,2.66
57066,-155.97183_19.72182,2.66
57067,-155.97522_19.71720,2.66
57068,-155.98297_19.71351,2.82
57069,-155.98159_19.71435,2.82
57070,-155.98167_19.71545,2.82
57071,-155.99057_19.72156,2.82
57072,-155.97801_19.71690,2.82
57073,-155.99109_19.71684,2.82
57074,-155.97942_19.71326,2.82
57075,-155.97904_19.71271,2.82
57076,-155.97756_19.71513,2.66
57077,-155.97748_19.71753,2.66
57078,-155.97947_19.72186,2.82
57079,-155.97912_19.72145,2.82
57080,-155.97938_19.72070,2.82
57081,-155.98846_19.71590,2.82
57082,-155.98913_19.71591,2.82
57083,-155.98986_19.71602,2.82
57084,-155.98931_19.71641,2.82
57085,-155.98851_19.71648,2.82
57086,-155.98825_19.71716,2.82
57087,-155.98912_19.71708,2.82
57088,-155.98990_19.71700,2.82
57089,-155.99046_19.71677,2.82
57090,-155.99071_19.71615,2.82
57091,-155.99077_19.71548,2.82
57092,-155.99009_19.71530,2.82
57093,-155.98941_19.71521,2.82
57094,-155.98878_19.71515,2.82
57095,-155.98611_19.71486,2.82
57096,-155.98674_19.71493,2.82
57097,-155.98738_19.71499,2.82
57098,-155.98816_19.71508,2.82
57099,-155.98746_19.71586,2.82
57100,-155.98771_19.71656,2.82
57101,-155.98680_19.71633,2.82
57102,-155.98671_19.71558,2.82
57103,-155.98567_19.71549,2.82
57104,-155.98569_19.71596,2.82
57105,-155.98575_19.71639,2.82
57106,-155.98579_19.71679,2.82
57107,-155.98758_19.71722,2.82
57108,-155.98687_19.71730,2.82
57109,-155.98615_19.71737,2.82
57110,-155.98540_19.71746,2.82
57111,-155.98449_19.71750,2.82
57112,-155.98361_19.71738,2.82
57113,-155.98276_19.71664,2.82
57114,-155.98349_19.71671,2.82
57115,-155.98421_19.71678,2.82
57116,-155.98495_19.71684,2.82
57117,-155.98098_19.71710,2.82
57118,-155.98108_19.71646,2.82
57119,-155.97940_19.71634,2.82
57120,-155.97847_19.71623,2.82
57121,-155.98730_19.72128,2.82
57122,-155.98622_19.72158,2.82
57123,-155.98305_19.72116,2.82
57124,-155.98890_19.72150,2.82
57125,-155.98625_19.72094,2.82
57126,-155.98434_19.71983,2.82
57127,-155.98385_19.71979,2.82
57128,-155.98340_19.71974,2.82
57129,-155.98109_19.71295,2.82
57130,-155.97360_19.70523,2.66
57131,-155.97093_19.71054,2.66
57132,-155.96755_19.70844,2.66
57133,-155.97190_19.70613,2.66
57134,-155.97351_19.70629,2.66
57135,-155.96911_19.70580,2.66
57136,-155.96701_19.70595,2.66
57137,-155.97529_19.71156,2.66
57138,-155.97278_19.71164,2.66
57139,-155.97393_19.71292,2.66
57140,-155.98067_19.70401,2.82
57141,-155.98291_19.70328,2.82
57142,-155.98387_19.70310,2.82
57143,-155.98497_19.70355,2.82
57144,-155.98429_19.70382,2.82
57145,-155.98310_19.70418,2.82
57146,-155.98291_19.70386,2.82
57147,-155.98471_19.70503,2.82
57148,-155.98383_19.70474,2.82
57149,-155.98331_19.70484,2.82
57150,-155.98540_19.70478,2.82
57151,-155.97725_19.70793,2.82
57152,-155.98503_19.70542,2.82
57153,-155.97778_19.71095,2.82
57154,-155.98428_19.70466,2.82
57155,-155.98378_19.70563,2.82
57156,-155.97810_19.71147,2.82
57157,-155.98359_19.70399,2.82
57158,-155.97710_19.70738,2.82
57159,-155.98211_19.70383,2.82
57160,-155.97846_19.71105,2.82
57161,-155.98563_19.71243,2.82
57162,-155.97595_19.69208,2.66
57163,-155.97966_19.69807,2.82
57164,-155.97793_19.69535,2.82
57165,-155.97917_19.69504,2.82
57166,-155.97832_19.69359,2.82
57167,-155.97723_19.69384,2.82
57168,-155.97713_19.69321,2.82
57169,-155.97838_19.69306,2.82
57170,-155.97842_19.69254,2.82
57171,-155.97682_19.69270,2.82
57172,-155.97625_19.69636,2.66
57173,-155.97406_19.69681,2.66
57174,-155.97890_19.69698,2.82
57175,-155.97556_19.70020,2.66
57176,-155.97739_19.69437,2.82
57177,-155.97701_19.69347,2.82
57178,-155.97614_19.69339,2.66
57179,-155.97790_19.69475,2.82
57180,-155.97439_19.69731,2.66
57181,-155.97928_19.69399,2.82
57182,-155.97988_19.69589,2.82
57183,-155.97626_19.69377,2.66
57184,-155.97626_19.69588,2.66
57185,-155.97628_19.69401,2.66
57186,-155.97561_19.70056,2.66
57187,-155.97802_19.70001,2.82
57188,-155.98067_19.70160,2.82
57189,-155.97499_19.69778,2.66
57190,-155.97805_19.69936,2.82
57191,-155.97354_19.69302,2.66
57192,-155.97481_19.69270,2.66
57193,-155.97971_19.70121,2.82
57194,-155.98202_19.70174,2.82
57195,-155.97778_19.70119,2.82
57196,-155.97472_19.69931,2.66
57197,-155.97409_19.70013,2.66
57198,-155.97620_19.70295,2.66
57199,-155.97539_19.69190,2.66
57200,-155.97287_19.69168,2.66
57201,-155.97331_19.69162,2.66
57202,-155.97374_19.69154,2.66
57203,-155.97549_19.70290,2.66
57204,-155.97501_19.70282,2.66
57205,-155.97441_19.70290,2.66
57206,-155.97381_19.70158,2.66
57207,-155.97403_19.69514,2.66
57208,-155.97470_19.69507,2.66
57209,-155.97745_19.69649,2.82
57210,-155.97453_19.70239,2.66
57211,-155.97337_19.69803,2.66
